,Aggregate,Unix
97,463.84415,1430323800000.0
98,427.6875,1430324400000.0
99,454.97403,1430325000000.0
100,427.9125,1430325600000.0
101,433.5,1430326200000.0
102,493.8611,1430326800000.0
103,443.06848,1430327400000.0
104,446.3611,1430328000000.0
105,512.26666,1430328600000.0
106,1302.6865,1430329200000.0
107,1498.1428,1430329800000.0
108,1442.3969,1430330400000.0
109,768.8169,1430331000000.0
110,423.6184,1430331600000.0
111,532.35614,1430332200000.0
112,1427.8986,1430332800000.0
113,1608.058,1430333400000.0
114,637.1667,1430334000000.0
115,693.4237,1430334600000.0
116,680.1385,1430335200000.0
117,451.07812,1430335800000.0
118,434.3913,1430336400000.0
119,556.9028,1430337000000.0
120,561.2239,1430337600000.0
121,688.0411,1430338200000.0
122,678.1549,1430338800000.0
123,1208.3424,1430339400000.0
124,707.6731,1430340000000.0
125,564.7091,1430340600000.0
126,487.15942,1430341200000.0
127,511.49295,1430341800000.0
128,508.17743,1430342400000.0
129,504.3846,1430343000000.0
130,482.74194000000006,1430343600000.0
131,425.4366,1430344200000.0
132,383.68655,1430344800000.0
133,360.2537200000001,1430345400000.0
134,386.3784,1430346000000.0
135,367.26865,1430346600000.0
136,347.2154,1430347200000.0
137,373.1389,1430347800000.0
138,334.47726,1430348400000.0
139,313.9114,1430349000000.0
140,351.8846,1430349600000.0
141,354.8,1430350200000.0
142,322.3816,1430350800000.0
143,345.10388,1430351400000.0
144,328.85715,1430352000000.0
145,327.22223,1430352600000.0
146,317.38553,1430353200000.0
147,346.77646,1430353800000.0
148,331.03613,1430354400000.0
149,313.75903,1430355000000.0
150,341.494,1430355600000.0
151,306.84525,1430356200000.0
152,326.51807,1430356800000.0
153,340.78824,1430357400000.0
154,317.84525,1430358000000.0
155,332.53012,1430358600000.0
156,314.89157,1430359200000.0
157,307.7209200000001,1430359800000.0
158,347.8721,1430360400000.0
159,317.57144,1430361000000.0
160,2158.4824,1430361600000.0
161,441.07144000000005,1430362200000.0
162,322.3735,1430362800000.0
163,349.52875,1430363400000.0
164,342.19513,1430364000000.0
165,2350.3215,1430364600000.0
166,1420.9879999999996,1430365200000.0
167,301.0,1430365800000.0
168,310.8588299999999,1430366400000.0
169,327.5238,1430367000000.0
170,292.25,1430367600000.0
171,317.30234,1430368200000.0
172,290.7647,1430368800000.0
173,279.2976,1430369400000.0
174,976.71765,1430370000000.0
175,301.9166600000001,1430370600000.0
176,297.31326,1430371200000.0
177,315.31766,1430371800000.0
178,280.09412000000003,1430372400000.0
179,303.2,1430373000000.0
180,329.3294,1430373600000.0
181,378.39505,1430374200000.0
182,383.12048,1430374800000.0
183,371.85715,1430375400000.0
184,434.47562,1430376000000.0
185,461.18073,1430376600000.0
186,400.7229,1430377200000.0
187,418.5432,1430377800000.0
188,422.23456,1430378400000.0
189,381.28915,1430379000000.0
190,432.76544,1430379600000.0
191,837.875,1430380200000.0
192,1398.6625,1430380800000.0
193,1464.8313,1430381400000.0
194,1374.175,1430382000000.0
195,2796.3176,1430382600000.0
196,2280.4443,1430383200000.0
197,1079.253,1430383800000.0
198,421.86667,1430384400000.0
199,450.69446,1430385000000.0
200,430.62668,1430385600000.0
201,916.3375,1430386200000.0
202,1417.5244,1430386800000.0
203,873.9506,1430387400000.0
204,1000.4058,1430388000000.0
205,491.43243,1430388600000.0
206,651.8082,1430389200000.0
207,497.87012,1430389800000.0
208,481.5263,1430390400000.0
209,499.3684,1430391000000.0
210,534.4783,1430391600000.0
211,549.5769,1430392200000.0
212,546.2875,1430392800000.0
213,510.41464,1430393400000.0
214,485.85367,1430394000000.0
215,505.10843,1430394600000.0
216,1208.5802,1430395200000.0
217,3722.9358,1430395800000.0
218,2604.7856,1430396400000.0
219,1884.275,1430397000000.0
220,3213.407,1430397600000.0
221,2898.35,1430398200000.0
222,2084.4146,1430398800000.0
223,1821.119,1430399400000.0
224,2734.65,1430400000000.0
225,2624.8147,1430400600000.0
226,1132.9883,1430401200000.0
227,511.8256,1430401800000.0
228,507.25302,1430402400000.0
229,439.41464,1430403000000.0
230,1541.9734,1430403600000.0
231,1207.825,1430404200000.0
232,1621.0986,1430404800000.0
233,543.725,1430405400000.0
234,416.05334,1430406000000.0
235,1429.75,1430406600000.0
236,1711.35,1430407200000.0
237,424.8625,1430407800000.0
238,576.8193,1430408400000.0
239,575.6049,1430409000000.0
240,891.6455699999998,1430409600000.0
241,2359.679,1430410200000.0
242,672.6049,1430410800000.0
243,589.31647,1430411400000.0
244,551.04877,1430412000000.0
245,1409.6626,1430412600000.0
246,571.2317,1430413200000.0
247,536.3333,1430413800000.0
248,554.35,1430414400000.0
249,580.4691,1430415000000.0
250,580.6951,1430415600000.0
251,573.3253,1430416200000.0
252,516.0854,1430416800000.0
253,480.54877,1430417400000.0
254,445.60242,1430418000000.0
255,427.53012,1430418600000.0
256,939.3827,1430419200000.0
257,837.6184,1430419800000.0
258,494.26315,1430420400000.0
259,494.42465,1430421000000.0
260,716.2658,1430421600000.0
261,839.9753,1430422200000.0
262,689.05884,1430422800000.0
263,468.92682,1430423400000.0
264,465.625,1430424000000.0
265,624.96387,1430424600000.0
266,462.59525,1430425200000.0
267,456.10843,1430425800000.0
268,664.5625,1430426400000.0
269,515.5263,1430427000000.0
270,535.5395,1430427600000.0
271,861.4474,1430428200000.0
272,1407.7654,1430428800000.0
273,1005.60254,1430429400000.0
274,396.31506,1430430000000.0
275,367.67532,1430430600000.0
276,470.1111,1430431200000.0
277,1782.0123,1430431800000.0
278,1859.948,1430432400000.0
279,493.3671,1430433000000.0
280,495.41772,1430433600000.0
281,485.075,1430434200000.0
282,445.90475,1430434800000.0
283,464.79013,1430435400000.0
284,457.7561,1430436000000.0
285,457.2561,1430436600000.0
286,452.51852,1430437200000.0
287,422.76544,1430437800000.0
288,387.55682,1430438400000.0
289,402.79544,1430439000000.0
290,401.09195,1430439600000.0
291,367.72726,1430440200000.0
292,391.04544,1430440800000.0
293,397.16092,1430441400000.0
294,378.9,1430442000000.0
295,398.70786,1430442600000.0
296,392.98865,1430443200000.0
297,1514.409,1430443800000.0
298,1549.0454,1430444400000.0
299,408.14774,1430445000000.0
300,394.67416,1430445600000.0
301,421.42044,1430446200000.0
302,398.9887700000001,1430446800000.0
303,398.57303,1430447400000.0
304,443.70456,1430448000000.0
305,408.11237,1430448600000.0
306,1097.2638,1430449200000.0
307,2414.9102,1430449800000.0
308,418.33334,1430450400000.0
309,366.45456,1430451000000.0
310,401.69662,1430451600000.0
311,357.35226,1430452200000.0
312,358.29214,1430452800000.0
313,397.35956,1430453400000.0
314,361.48865,1430454000000.0
315,367.42697,1430454600000.0
316,384.66666,1430455200000.0
317,355.7,1430455800000.0
318,509.20224,1430456400000.0
319,518.7977,1430457000000.0
320,466.26965,1430457600000.0
321,1212.9778,1430458200000.0
322,524.06744,1430458800000.0
323,490.0111,1430459400000.0
324,506.60226,1430460000000.0
325,1421.4607,1430460600000.0
326,1476.8314,1430461200000.0
327,1587.4889,1430461800000.0
328,796.26965,1430462400000.0
329,561.8068,1430463000000.0
330,608.26965,1430463600000.0
331,649.03796,1430464200000.0
332,1119.909,1430464800000.0
333,721.8427,1430465400000.0
334,511.94382,1430466000000.0
335,2540.6365,1430466600000.0
336,524.6629,1430467200000.0
337,564.2472,1430467800000.0
338,553.48315,1430468400000.0
339,541.0224599999998,1430469000000.0
340,584.3977,1430469600000.0
341,1569.2222,1430470200000.0
342,670.3889,1430470800000.0
343,501.7159,1430471400000.0
344,578.80896,1430472000000.0
345,537.73035,1430472600000.0
346,557.25,1430473200000.0
347,611.5227,1430473800000.0
348,454.22473,1430474400000.0
349,474.64774000000006,1430475000000.0
350,472.72528,1430475600000.0
351,435.88763,1430476200000.0
352,462.63736,1430476800000.0
353,554.68536,1430477400000.0
354,440.7841,1430478000000.0
355,482.55554000000006,1430478600000.0
356,503.04544,1430479200000.0
357,498.23334000000006,1430479800000.0
358,801.0555400000002,1430480400000.0
359,988.125,1430481000000.0
360,748.0341,1430481600000.0
361,898.5568,1430482200000.0
362,976.6445,1430482800000.0
363,1054.091,1430483400000.0
364,722.3977,1430484000000.0
365,1160.0549,1430484600000.0
366,817.5,1430485200000.0
367,587.9213,1430485800000.0
368,480.25842,1430486400000.0
369,489.5778,1430487000000.0
370,468.67044,1430487600000.0
371,464.5618,1430488200000.0
372,465.30682,1430488800000.0
373,449.73035,1430489400000.0
374,425.35956,1430490000000.0
375,451.13483,1430490600000.0
376,442.26965,1430491200000.0
377,428.7528,1430491800000.0
378,581.6556,1430492400000.0
379,531.8523,1430493000000.0
380,504.7,1430493600000.0
381,608.26965,1430494200000.0
382,579.3068,1430494800000.0
383,580.76404,1430495400000.0
384,864.3333,1430496000000.0
385,608.43024,1430496600000.0
386,590.76404,1430497200000.0
387,572.2727,1430497800000.0
388,527.17975,1430498400000.0
389,547.0909,1430499000000.0
390,569.8539400000002,1430499600000.0
391,511.86517,1430500200000.0
392,527.48865,1430500800000.0
393,566.0112,1430501400000.0
394,512.39325,1430502000000.0
395,532.35956,1430502600000.0
396,552.7586,1430503200000.0
397,520.7865,1430503800000.0
398,1498.7727,1430504400000.0
399,1538.1724,1430505000000.0
400,1294.3821,1430505600000.0
401,586.8295,1430506200000.0
402,628.8295,1430506800000.0
403,650.88763,1430507400000.0
404,650.7273,1430508000000.0
405,605.8851,1430508600000.0
406,711.2727,1430509200000.0
407,628.56665,1430509800000.0
408,570.0787,1430510400000.0
409,650.2809,1430511000000.0
410,1290.5955,1430511600000.0
411,717.5930000000002,1430512200000.0
412,958.49426,1430512800000.0
413,2518.5796,1430513400000.0
414,1077.534,1430514000000.0
415,953.5909,1430514600000.0
416,955.6705,1430515200000.0
417,934.7841,1430515800000.0
418,891.4367699999998,1430516400000.0
419,934.2955,1430517000000.0
420,878.4494599999998,1430517600000.0
421,802.0341,1430518200000.0
422,843.5,1430518800000.0
423,798.1978,1430519400000.0
424,778.2135,1430520000000.0
425,835.5165,1430520600000.0
426,781.26135,1430521200000.0
427,822.9,1430521800000.0
428,1008.3182,1430522400000.0
429,2567.8965,1430523000000.0
430,1701.5165,1430523600000.0
431,2638.2615,1430524200000.0
432,849.7111,1430524800000.0
433,866.0909,1430525400000.0
434,863.9655,1430526000000.0
435,844.4944,1430526600000.0
436,872.3793300000002,1430527200000.0
437,879.4382300000002,1430527800000.0
438,831.73035,1430528400000.0
439,1956.659,1430529000000.0
440,2506.6023,1430529600000.0
441,770.5172,1430530200000.0
442,1155.8977,1430530800000.0
443,1068.7416,1430531400000.0
444,1095.7778,1430532000000.0
445,1162.2614,1430532600000.0
446,1113.5568,1430533200000.0
447,1169.2614,1430533800000.0
448,1173.191,1430534400000.0
449,1096.6067,1430535000000.0
450,1176.6154,1430535600000.0
451,1153.2809,1430536200000.0
452,1089.6477,1430536800000.0
453,1192.1011,1430537400000.0
454,1108.3483,1430538000000.0
455,1067.6093,1430538600000.0
456,1148.5056,1430539200000.0
457,1081.625,1430539800000.0
458,1071.5618,1430540400000.0
459,1122.5403,1430541000000.0
460,1069.2333,1430541600000.0
461,1098.6179,1430542200000.0
462,1146.125,1430542800000.0
463,1073.2697,1430543400000.0
464,1790.2954,1430544000000.0
465,2256.4111,1430544600000.0
466,1993.5281,1430545200000.0
467,1264.591,1430545800000.0
468,2812.9658,1430546400000.0
469,608.7159,1430547000000.0
470,654.0575,1430547600000.0
471,887.0,1430548200000.0
472,845.3523,1430548800000.0
473,621.2643400000002,1430549400000.0
474,634.24445,1430550000000.0
475,631.4483,1430550600000.0
476,945.63635,1430551200000.0
477,1564.625,1430551800000.0
478,1560.3068,1430552400000.0
479,1640.5875,1430553000000.0
480,1071.8735,1430553600000.0
481,1033.0114,1430554200000.0
482,890.4889,1430554800000.0
483,858.1494,1430555400000.0
484,801.9659,1430556000000.0
485,729.86365,1430556600000.0
486,696.12646,1430557200000.0
487,757.0909,1430557800000.0
488,869.2632,1430558400000.0
489,731.6591,1430559000000.0
490,1529.0562,1430559600000.0
491,741.0455,1430560200000.0
492,681.5455,1430560800000.0
493,1927.466,1430561400000.0
494,10900.786,1430562000000.0
495,1112.7046,1430562600000.0
496,1085.2809,1430563200000.0
497,1568.885,1430563800000.0
498,1148.7816,1430564400000.0
499,1132.593,1430565000000.0
500,2081.1953,1430565600000.0
501,979.3977,1430566200000.0
502,2505.182,1430566800000.0
503,2293.1135,1430567400000.0
504,1214.725,1430568000000.0
505,1243.3024,1430568600000.0
506,4948.448,1430569200000.0
507,3680.6707,1430569800000.0
508,2215.0356,1430570400000.0
509,1281.4023,1430571000000.0
510,1417.1744,1430571600000.0
511,2948.2651,1430572200000.0
512,3051.659,1430572800000.0
513,3846.723,1430573400000.0
514,2895.0,1430574000000.0
515,3492.0823,1430574600000.0
516,5684.5527,1430575200000.0
517,5317.8257,1430575800000.0
518,6317.9067,1430576400000.0
519,5208.964,1430577000000.0
520,5246.7440000000015,1430577600000.0
521,5473.1743,1430578200000.0
522,3990.3948,1430578800000.0
523,2544.5632,1430579400000.0
524,2057.1494,1430580000000.0
525,2809.3562,1430580600000.0
526,2023.1395,1430581200000.0
527,1221.0344,1430581800000.0
528,1477.7902,1430582400000.0
529,1193.6824,1430583000000.0
530,2578.506,1430583600000.0
531,1983.8536,1430584200000.0
532,2124.7412,1430584800000.0
533,1060.9025,1430585400000.0
534,858.0,1430586000000.0
535,1997.3489,1430586600000.0
536,680.1446,1430587200000.0
537,688.6189999999998,1430587800000.0
538,686.7381,1430588400000.0
539,695.2738,1430589000000.0
540,683.6988,1430589600000.0
541,658.03613,1430590200000.0
542,673.40247,1430590800000.0
543,675.3023,1430591400000.0
544,649.7442,1430592000000.0
545,693.7442,1430592600000.0
546,652.6543,1430593200000.0
547,637.3976,1430593800000.0
548,711.679,1430594400000.0
549,670.52875,1430595000000.0
550,670.7727,1430595600000.0
551,720.2643400000002,1430596200000.0
552,642.12646,1430596800000.0
553,622.0112,1430597400000.0
554,686.2619,1430598000000.0
555,699.8953,1430598600000.0
556,709.7816,1430599200000.0
557,680.0115,1430599800000.0
558,652.76135,1430600400000.0
559,604.1236,1430601000000.0
560,574.1477,1430601600000.0
561,628.52875,1430602200000.0
562,620.6437,1430602800000.0
563,551.1477,1430603400000.0
564,506.22726,1430604000000.0
565,448.5977,1430604600000.0
566,475.63855,1430605200000.0
567,492.29886,1430605800000.0
568,453.0674,1430606400000.0
569,471.5341,1430607000000.0
570,454.89774000000006,1430607600000.0
571,418.954,1430608200000.0
572,446.83908,1430608800000.0
573,454.3793,1430609400000.0
574,415.94318,1430610000000.0
575,418.2841,1430610600000.0
576,438.72415,1430611200000.0
577,413.2907,1430611800000.0
578,432.17044,1430612400000.0
579,440.19318,1430613000000.0
580,402.72726,1430613600000.0
581,1067.3033,1430614200000.0
582,2603.1348,1430614800000.0
583,763.48865,1430615400000.0
584,809.0952,1430616000000.0
585,814.8132,1430616600000.0
586,786.7586,1430617200000.0
587,831.4607,1430617800000.0
588,469.67416,1430618400000.0
589,412.4138,1430619000000.0
590,516.2118,1430619600000.0
591,2444.4712,1430620200000.0
592,1250.6364,1430620800000.0
593,440.20456,1430621400000.0
594,403.375,1430622000000.0
595,382.86206,1430622600000.0
596,413.25842,1430623200000.0
597,387.52274,1430623800000.0
598,401.64774,1430624400000.0
599,414.10226,1430625000000.0
600,373.91013,1430625600000.0
601,399.67044,1430626200000.0
602,412.7013,1430626800000.0
603,385.06897,1430627400000.0
604,409.28735,1430628000000.0
605,400.2414,1430628600000.0
606,378.11493,1430629200000.0
607,414.954,1430629800000.0
608,406.36783,1430630400000.0
609,384.12643,1430631000000.0
610,419.27585,1430631600000.0
611,386.8506,1430632200000.0
612,403.78162,1430632800000.0
613,931.81396,1430633400000.0
614,557.5862,1430634000000.0
615,509.7841,1430634600000.0
616,563.25,1430635200000.0
617,489.49426,1430635800000.0
618,433.4138,1430636400000.0
619,404.09195,1430637000000.0
620,372.9885,1430637600000.0
621,422.65167,1430638200000.0
622,398.52274,1430638800000.0
623,827.2759,1430639400000.0
624,1459.1609,1430640000000.0
625,1377.5114,1430640600000.0
626,1421.1609,1430641200000.0
627,1509.0116,1430641800000.0
628,1457.8,1430642400000.0
629,1277.0698,1430643000000.0
630,452.52942,1430643600000.0
631,1424.3523,1430644200000.0
632,978.56323,1430644800000.0
633,1235.1058,1430645400000.0
634,984.1628,1430646000000.0
635,1060.9524,1430646600000.0
636,1136.561,1430647200000.0
637,636.1125,1430647800000.0
638,654.8214,1430648400000.0
639,681.7407,1430649000000.0
640,661.89026,1430649600000.0
641,737.3976,1430650200000.0
642,1327.9277,1430650800000.0
643,2304.4878,1430651400000.0
644,903.4268,1430652000000.0
645,817.1477,1430652600000.0
646,831.97675,1430653200000.0
647,572.5119,1430653800000.0
648,766.0260000000002,1430654400000.0
649,654.1899,1430655000000.0
650,736.7867,1430655600000.0
651,701.1412,1430656200000.0
652,665.5747,1430656800000.0
653,609.86365,1430657400000.0
654,641.51135,1430658000000.0
655,583.51166,1430658600000.0
656,526.22095,1430659200000.0
657,550.6977,1430659800000.0
658,574.6706,1430660400000.0
659,554.9432,1430661000000.0
660,528.3721,1430661600000.0
661,625.3721,1430662200000.0
662,676.9195599999998,1430662800000.0
663,567.74713,1430663400000.0
664,3112.628,1430664000000.0
665,2393.5059,1430664600000.0
666,1321.023,1430665200000.0
667,1236.5227,1430665800000.0
668,1374.4236,1430666400000.0
669,1316.8506,1430667000000.0
670,1178.407,1430667600000.0
671,1161.407,1430668200000.0
672,1330.5764,1430668800000.0
673,1565.9651,1430669400000.0
674,1227.4236,1430670000000.0
675,1161.0,1430670600000.0
676,1307.7325,1430671200000.0
677,1226.8506,1430671800000.0
678,1277.6511,1430672400000.0
679,972.4205,1430673000000.0
680,592.2907,1430673600000.0
681,627.05817,1430674200000.0
682,722.5349,1430674800000.0
683,2738.4204,1430675400000.0
684,1950.5057,1430676000000.0
685,1135.1023,1430676600000.0
686,1190.816,1430677200000.0
687,912.4659,1430677800000.0
688,657.092,1430678400000.0
689,635.1294,1430679000000.0
690,664.8488,1430679600000.0
691,713.43677,1430680200000.0
692,614.2907,1430680800000.0
693,591.931,1430681400000.0
694,598.1348,1430682000000.0
695,1205.9294,1430682600000.0
696,771.0941,1430683200000.0
697,732.68604,1430683800000.0
698,735.4667,1430684400000.0
699,707.5714,1430685000000.0
700,684.4545,1430685600000.0
701,732.9773,1430686200000.0
702,716.0111,1430686800000.0
703,628.24445,1430687400000.0
704,615.5222,1430688000000.0
705,611.95557,1430688600000.0
706,582.9213,1430689200000.0
707,508.34833,1430689800000.0
708,464.53934,1430690400000.0
709,411.191,1430691000000.0
710,432.25555,1430691600000.0
711,434.22473,1430692200000.0
712,411.62222,1430692800000.0
713,442.47726,1430693400000.0
714,386.0,1430694000000.0
715,416.80682,1430694600000.0
716,438.07956,1430695200000.0
717,380.20224,1430695800000.0
718,395.64444,1430696400000.0
719,410.19318,1430697000000.0
720,374.8889,1430697600000.0
721,388.30682,1430698200000.0
722,414.38095,1430698800000.0
723,372.32144,1430699400000.0
724,379.97726,1430700000000.0
725,383.82224,1430700600000.0
726,373.96628,1430701200000.0
727,414.5056,1430701800000.0
728,366.59552,1430702400000.0
729,376.67416,1430703000000.0
730,404.3409,1430703600000.0
731,370.61798,1430704200000.0
732,384.2841,1430704800000.0
733,414.94382,1430705400000.0
734,369.32956,1430706000000.0
735,459.9659,1430706600000.0
736,2597.6777,1430707200000.0
737,514.57776,1430707800000.0
738,416.07956,1430708400000.0
739,412.48865,1430709000000.0
740,392.02197,1430709600000.0
741,443.73035,1430710200000.0
742,434.33768,1430710800000.0
743,388.13333,1430711400000.0
744,909.9213,1430712000000.0
745,2392.3408,1430712600000.0
746,535.0899,1430713200000.0
747,405.9659,1430713800000.0
748,372.70786,1430714400000.0
749,381.60226,1430715000000.0
750,512.2198,1430715600000.0
751,508.71912,1430716200000.0
752,493.61798,1430716800000.0
753,509.95456,1430717400000.0
754,453.92136,1430718000000.0
755,465.7159,1430718600000.0
756,449.24445,1430719200000.0
757,366.84268,1430719800000.0
758,549.6222,1430720400000.0
759,1061.875,1430721000000.0
760,363.72223,1430721600000.0
761,803.10114,1430722200000.0
762,645.5955,1430722800000.0
763,413.95456,1430723400000.0
764,524.61365,1430724000000.0
765,1437.35,1430724600000.0
766,1441.9318,1430725200000.0
767,1750.0778,1430725800000.0
768,912.2273,1430726400000.0
769,1928.191,1430727000000.0
770,533.1205,1430727600000.0
771,861.1889,1430728200000.0
772,1455.7614,1430728800000.0
773,604.1445,1430729400000.0
774,636.2727,1430730000000.0
775,642.4545,1430730600000.0
776,673.2472,1430731200000.0
777,692.5730599999998,1430731800000.0
778,687.06744,1430732400000.0
779,712.39325,1430733000000.0
780,662.60675,1430733600000.0
781,830.9778,1430734200000.0
782,620.98865,1430734800000.0
783,564.6517,1430735400000.0
784,568.0909,1430736000000.0
785,1016.17975,1430736600000.0
786,565.2135,1430737200000.0
787,533.75,1430737800000.0
788,983.9318,1430738400000.0
789,644.4659,1430739000000.0
790,563.375,1430739600000.0
791,543.73334,1430740200000.0
792,488.809,1430740800000.0
793,432.72726,1430741400000.0
794,469.58426,1430742000000.0
795,421.17978,1430742600000.0
796,421.86517,1430743200000.0
797,454.08987,1430743800000.0
798,412.28088,1430744400000.0
799,432.88635,1430745000000.0
800,442.45456,1430745600000.0
801,410.96628,1430746200000.0
802,442.043,1430746800000.0
803,434.45456,1430747400000.0
804,418.25,1430748000000.0
805,474.25842,1430748600000.0
806,420.95456,1430749200000.0
807,415.16483,1430749800000.0
808,458.38202,1430750400000.0
809,410.3146,1430751000000.0
810,419.7033,1430751600000.0
811,448.91013,1430752200000.0
812,411.9887700000001,1430752800000.0
813,541.5568,1430753400000.0
814,578.39325,1430754000000.0
815,511.19318,1430754600000.0
816,497.17776,1430755200000.0
817,423.48315,1430755800000.0
818,417.23596,1430756400000.0
819,467.60675,1430757000000.0
820,444.52274000000006,1430757600000.0
821,433.39325,1430758200000.0
822,468.06818,1430758800000.0
823,1092.1235,1430759400000.0
824,445.3908,1430760000000.0
825,544.0341,1430760600000.0
826,1224.0337,1430761200000.0
827,2826.932,1430761800000.0
828,1683.5056,1430762400000.0
829,539.13635,1430763000000.0
830,505.57956,1430763600000.0
831,487.45557,1430764200000.0
832,516.2921,1430764800000.0
833,520.3483,1430765400000.0
834,522.6517,1430766000000.0
835,957.3409,1430766600000.0
836,626.9091,1430767200000.0
837,873.0345,1430767800000.0
838,1053.7079,1430768400000.0
839,762.1839,1430769000000.0
840,776.8046,1430769600000.0
841,1345.1011,1430770200000.0
842,1728.816,1430770800000.0
843,1346.5454,1430771400000.0
844,513.48315,1430772000000.0
845,556.375,1430772600000.0
846,613.36365,1430773200000.0
847,543.4545,1430773800000.0
848,563.9659,1430774400000.0
849,560.9101,1430775000000.0
850,515.3295,1430775600000.0
851,490.8022,1430776200000.0
852,545.3708,1430776800000.0
853,506.56818,1430777400000.0
854,426.97778,1430778000000.0
855,457.47726,1430778600000.0
856,444.01135,1430779200000.0
857,414.52274,1430779800000.0
858,447.2414,1430780400000.0
859,446.82022,1430781000000.0
860,420.15732,1430781600000.0
861,444.11365,1430782200000.0
862,435.73865,1430782800000.0
863,401.8409,1430783400000.0
864,433.77527,1430784000000.0
865,435.4091,1430784600000.0
866,405.70456,1430785200000.0
867,423.5,1430785800000.0
868,415.42044,1430786400000.0
869,392.36365,1430787000000.0
870,423.48315,1430787600000.0
871,417.83145,1430788200000.0
872,393.29544,1430788800000.0
873,403.39325,1430789400000.0
874,390.97754,1430790000000.0
875,381.15555,1430790600000.0
876,413.85394,1430791200000.0
877,411.11365,1430791800000.0
878,1185.659,1430792400000.0
879,1901.3033,1430793000000.0
880,430.74445,1430793600000.0
881,417.96667,1430794200000.0
882,451.79544,1430794800000.0
883,421.69662,1430795400000.0
884,400.18182,1430796000000.0
885,450.82224,1430796600000.0
886,407.57956,1430797200000.0
887,1608.2556,1430797800000.0
888,1933.5824,1430798400000.0
889,377.31033,1430799000000.0
890,384.191,1430799600000.0
891,426.43182,1430800200000.0
892,387.05618,1430800800000.0
893,371.26135,1430801400000.0
894,509.86517,1430802000000.0
895,524.57776,1430802600000.0
896,475.1236,1430803200000.0
897,513.82025,1430803800000.0
898,470.97754,1430804400000.0
899,919.7273,1430805000000.0
900,1400.8864,1430805600000.0
901,1393.216,1430806200000.0
902,1509.8977,1430806800000.0
903,2281.6135,1430807400000.0
904,1636.789,1430808000000.0
905,1487.4158,1430808600000.0
906,727.1348,1430809200000.0
907,532.2643400000002,1430809800000.0
908,1041.7954,1430810400000.0
909,522.56177,1430811000000.0
910,381.08987,1430811600000.0
911,355.7191200000001,1430812200000.0
912,383.31818,1430812800000.0
913,347.77274,1430813400000.0
914,340.5778,1430814000000.0
915,374.92136,1430814600000.0
